Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a3a7736a-2b54-4fbf-a933-cf1c258eb9db,PathAnnotationObject,,Image,Polygon,53899.2,104532.7,123767673.6,49250.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,753fd60b-cd52-4f35-b4c4-76ebf2a40150,PathAnnotationObject,,Image,Polygon,219341.8,67065,83760193.1,43055.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,705fcbc6-8d04-4548-9fd7-fea91afd8a18,PathAnnotationObject,,Image,Polygon,25135.2,60113.5,83725191,41275
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a6bdfa16-970c-4b95-863e-acc3d32f70c2,PathAnnotationObject,,Image,Polygon,130344.8,51625,105776558.2,48154.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,c52430f4-c780-4dc6-9e7e-22b9b89e23a5,PathAnnotationObject,,Image,Polygon,100389.1,41541.4,54953407.1,37570.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,dc4fa3fb-8a38-4e78-baee-4d8de2519380,PathAnnotationObject,,Image,Polygon,215454.1,122321.6,70774388,39377.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d5aad713-8f07-432e-99a5-9182cc204089,PathAnnotationObject,,Image,Polygon,211868.3,96297.4,40602517.4,30691.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,fb3342b5-1317-4ea6-9353-41e6744183be,PathAnnotationObject,,Image,Polygon,86034.4,8922.9,89640557.7,41868.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,c681e938-0004-4798-845e-6fcde26a6b27,PathAnnotationObject,,Image,Polygon,131652.9,13819.6,83165156.2,43920.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,999e4a64-60f5-4f08-97b3-63feb43743c2,PathAnnotationObject,,Image,Polygon,145783.4,21247.8,71019403.2,37453.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,b3c15daa-60a6-4949-b3c7-b0e4275fbb10,PathAnnotationObject,,Image,Polygon,114661.1,44439.8,72944522.6,39687.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f695fbe5-4159-432c-8630-3fff85ece47c,PathAnnotationObject,,Image,Polygon,178226.6,91097,82920141.1,39917.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,3dcfc100-d428-415a-8b70-25740517b7ea,PathAnnotationObject,,Image,Polygon,77382.9,47087.6,68324236.1,38447.6
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,ec65ba05-11e6-44ef-be2d-3a7b6320ff79,PathAnnotationObject,,Image,Polygon,206659.9,51877.1,62933901.9,34834.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a38c8d99-98ca-460b-a951-93532936b24c,PathAnnotationObject,,Image,Polygon,127663.4,132933.1,126987873.3,51147.6
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d60b854a-82a2-4781-a7cb-e61650cab002,PathAnnotationObject,,Image,Polygon,186197.8,54362.1,43507697.5,33091.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f9eef013-338a-47c3-a428-c5859968c900,PathAnnotationObject,,Image,Polygon,31484.3,13329.7,93805816,44049.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,b457acb0-4bd8-4439-856c-654149acbaf9,PathAnnotationObject,,Image,Polygon,77865.5,58100.3,94890883.2,43985
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,711567d6-4f3d-4bc1-9171-a919c3f931a0,PathAnnotationObject,,Image,Polygon,143348.7,120099.5,21701345.5,21166.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,7fc2fc7e-4568-4e93-8221-43b8fb5c8cab,PathAnnotationObject,,Image,Polygon,139936.5,138406.1,39272434.9,28575
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,1c8789c1-72f6-4933-a62c-c1f4202ad7cd,PathAnnotationObject,,Image,Polygon,52015.1,123826.1,116767239.6,49212.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d49c1076-5aa0-44cc-a941-22cf7509b63a,PathAnnotationObject,,Image,Polygon,47219.5,9741.2,75779698.4,41063.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,5df12fd7-f61e-4286-b8c4-c18a88bd0d42,PathAnnotationObject,,Image,Polygon,78922.4,108663.7,27021675.3,22134.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,fbeda45c-6b3d-4b7b-8d6f-317aed09ae7e,PathAnnotationObject,,Image,Polygon,7760,118027.7,88870510,41339.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,4bcbc8ef-edfb-4025-af98-d9a74dc562f4,PathAnnotationObject,,Image,Polygon,80506.6,66270.2,58383619.8,37041.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,0580cb33-fae6-477a-8d37-838bb2acd10e,PathAnnotationObject,,Image,Polygon,150898,94514.1,95065894.1,44450
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a111a116-820d-4b2b-8e4d-923bd43705a1,PathAnnotationObject,,Image,Polygon,85860.2,41725.4,96465980.9,43920.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,0b21bb48-a7db-46c3-ad31-085def358584,PathAnnotationObject,,Image,Polygon,92484.3,81398.7,71684444.4,37298.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,92c67d14-3d1c-4b62-b7fa-58c4fea14338,PathAnnotationObject,,Image,Polygon,34909.9,72711.9,80925017.4,40745.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a4a78cda-954c-48d3-85f6-9bb30db13f56,PathAnnotationObject,,Image,Polygon,170714.1,122199,90970640.2,43145.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,2d1ac82f-c950-41a1-b38a-530a7993af28,PathAnnotationObject,,Image,Polygon,176078.5,134895.9,74344609.4,38538.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,e181c2c5-5006-4276-b8dc-6476cb80676a,PathAnnotationObject,,Image,Polygon,98864.7,32300.2,93875820.3,46566.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,878edcdc-9d4e-4e97-b06a-7665bb56ab66,PathAnnotationObject,,Image,Polygon,197055.8,103356.8,91495672.7,43920.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,4618ee0f-b768-418b-8748-05ac3641c1ed,PathAnnotationObject,,Image,Polygon,191166.7,16426.7,93455794.3,43081.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,783b65f5-ee76-433a-8e9b-144157e61fae,PathAnnotationObject,,Image,Polygon,104929.4,20804.9,77074778.6,40745.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,61cdb81a-93b3-41c1-b5fb-122ee47d9e5c,PathAnnotationObject,,Image,Polygon,216312.5,59371.3,68149225.3,37854.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6a2be6fa-2238-450e-829a-1fb82f5702f0,PathAnnotationObject,,Image,Polygon,14880.3,42723.8,75044652.8,39158.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,1a31abc4-4ab3-46ce-9f63-f7af4576ae8e,PathAnnotationObject,,Image,Polygon,57302.1,39745.9,227409099.4,70713.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,326a63f3-a50e-4a50-a4f4-d2ce8644d992,PathAnnotationObject,,Image,Polygon,206572.2,119510.6,34022109.4,26057.6
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,865dfad6-8f25-4be2-a551-78b052b9f9b4,PathAnnotationObject,,Image,Polygon,207633.5,74495.5,127617912.3,49469.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,64b168b2-4cf8-4e67-a29c-8753ecd3f7ef,PathAnnotationObject,,Image,Polygon,59626.1,114190.4,77739819.9,39970.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a2284c93-0e0d-4666-8b9f-72e7501928aa,PathAnnotationObject,,Image,Polygon,57282.4,27682.8,63528938.8,41120
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,2f171a1c-f00f-45f4-9f26-99fdaef5c8d9,PathAnnotationObject,,Image,Polygon,92553.5,47637.7,32692026.9,26458.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,732c5e55-9c14-4048-a245-4ad8704be890,PathAnnotationObject,,Image,Polygon,125593.7,75760.5,91285659.7,43391.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6bbe464a-427b-4e1f-b07c-774c910d6d19,PathAnnotationObject,,Image,Polygon,89272.6,59929.1,55723454.9,34925
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,5d8457a0-85da-4d25-84da-c7380d482966,PathAnnotationObject,,Image,Polygon,12078.3,25463,135073374.6,54258.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f9d30058-a4f2-4fd7-a449-533af4a493b7,PathAnnotationObject,,Image,Polygon,95850.4,51671.6,33672087.7,28575
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,7fa17342-98b2-444a-8948-267ed651f62d,PathAnnotationObject,,Image,Polygon,103518.7,76468,107316653.6,50308.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,12b8b20a-4255-471c-869f-ea0b616c97a6,PathAnnotationObject,,Image,Polygon,133852.8,104993.2,85352791.9,44348.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6045577b-9088-4b35-8a93-dc250021d17a,PathAnnotationObject,,Image,Polygon,197741.7,38772.2,111330003.1,47215.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,dfb6d012-48cf-48a0-8865-874b3c446d15,PathAnnotationObject,,Image,Polygon,172549.9,105062.3,99056141.5,46037.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,642e103a-8694-49b3-81b5-b986b8dbdabd,PathAnnotationObject,,Image,Polygon,100940.3,100928.5,83375169.3,41275
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f05c27cb-b133-4556-bb7b-0d43b68aaedd,PathAnnotationObject,,Image,Polygon,57946.8,11799.4,66224105.9,37570.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,2dd6ab95-f350-4b99-acf6-6732198b36a9,PathAnnotationObject,,Image,Polygon,135630.9,24171.2,112987005.2,49741.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,cd0c15ba-c80b-4ad9-a250-4160e7bc9279,PathAnnotationObject,,Image,Polygon,211472,101241.1,27301692.7,25400
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,5d0558f1-3598-4c44-9832-42b3c3717185,PathAnnotationObject,,Image,Polygon,61122.6,62978.6,83165156.2,39944.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,cb0e3a4b-1436-466c-9b0d-2ab10bcf4619,PathAnnotationObject,,Image,Polygon,63716,82966,104586484.4,44578.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,32613cb2-748b-4203-9ba7-fbc2d398ed7d,PathAnnotationObject,,Image,Polygon,122781.1,91629.5,39272434.9,31220.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,34ac54ae-888e-4580-b878-3eef9d28ae16,PathAnnotationObject,,Image,Polygon,177169.5,22023.4,96185963.5,44578.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,61e2c8d5-879e-47d2-aa97-09187b19071f,PathAnnotationObject,,Image,Polygon,113695.5,22954.5,51733207.5,33337.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a2f20418-d7e3-47a3-8ffe-b5ff9cf038e4,PathAnnotationObject,,Image,Polygon,151988.1,105667.9,94995889.8,45508.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,4b52d935-7bdb-4ac2-bab6-bf34d58b709e,PathAnnotationObject,,Image,Polygon,154014.8,16707.7,71614440.1,39158.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,82aa43a8-f99a-439c-a2ea-8b08145a6833,PathAnnotationObject,,Image,Polygon,29854.5,27783.7,89920575.1,43675.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6d5580d4-4385-43d7-a176-05b56700e348,PathAnnotationObject,,Image,Polygon,206627.5,105886.8,78264852.4,40216.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,c00b9521-33e1-481c-9c05-15c3d0a6a1d1,PathAnnotationObject,,Image,Polygon,206265.7,6722.7,69374301.2,38009.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,96cf1eb4-c405-45d5-ad29-4aed32f4d201,PathAnnotationObject,,Image,Polygon,153419.1,119570.9,126217825.5,51329.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,8bf3fad9-a687-46ef-9c65-e865ec124cf0,PathAnnotationObject,,Image,Polygon,174681.1,115048.5,55933467.9,35454.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,2bddfd8b-fa9b-4f22-84dd-75f1bbd3d6cc,PathAnnotationObject,,Image,Polygon,108977.3,82506.9,49003038.2,33065.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,ef2235be-9ff6-4d6d-b963-8bc54ebfdfcb,PathAnnotationObject,,Image,Polygon,12436.9,91984.9,58838648,35299.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f41723e8-1047-4dfb-bdb5-979253efaf6f,PathAnnotationObject,,Image,Polygon,171716,47063.2,12845796.4,15410
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d2fc3ad5-a55c-40da-afd0-06c37eb37eb2,PathAnnotationObject,,Image,Polygon,203079.4,23485.9,107526666.7,46893.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,efce5b14-0001-4b7a-b220-1b40f15d4e9e,PathAnnotationObject,,Image,Polygon,74430.1,117523,75989711.4,40280.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6f63c15d-7a7f-4c9a-8e44-c48abc48b673,PathAnnotationObject,,Image,Polygon,48135.1,83375.3,103571421.4,45043.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,79a4a71b-f43d-4e78-b85d-57fdc435611c,PathAnnotationObject,,Image,Polygon,205255.7,125687.5,58698639.3,36795.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,de8097db-51fb-49d9-b183-c0a73d2bbef1,PathAnnotationObject,,Image,Polygon,81019.9,134625.3,76164722.2,39158.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,2ff561c7-e21b-4eae-9b64-52ce1e0e2ce1,PathAnnotationObject,,Image,Polygon,185736.4,96433.6,39482447.9,28265
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,319bf7b4-33a7-4a2f-a7e6-f524888e5a4c,PathAnnotationObject,,Image,Polygon,128649,68061.2,41862595.5,31750
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,eaad52c7-0c95-4514-b1af-254b314ea51e,PathAnnotationObject,,Image,Polygon,156343.8,80799.7,72034466.1,39634.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,10bd84db-1201-40fb-835e-3c4dd970c51b,PathAnnotationObject,,Image,Polygon,104254.4,7528.8,99581174,45791.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,1ad8f577-fd92-47ce-80bb-4f00d8a2834e,PathAnnotationObject,,Image,Polygon,87820,106577.6,84355230,41804.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,09fb333a-4cb2-4f0b-b02f-6f5e45f76731,PathAnnotationObject,,Image,Polygon,144857,38817.4,93035768.2,43391.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,256f271e-aa96-462b-bd3c-ee585533eef5,PathAnnotationObject,,Image,Polygon,87337.4,27390.2,62163854.2,33065.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,520f48f2-acdc-4c9e-bf68-cd39c5e21276,PathAnnotationObject,,Image,Polygon,221823.4,52424.6,30276877.2,25245
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,b0e524f1-94a4-4303-803c-a5ab112517d1,PathAnnotationObject,,Image,Polygon,86276.3,96920.3,84565243.1,42333.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,1f31acd9-19c1-467e-a77c-289ea32b71e5,PathAnnotationObject,,Image,Polygon,107667.7,36790.7,82255099.8,43920.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,9550fe84-ee33-413f-a492-d349a682fe0f,PathAnnotationObject,,Image,Polygon,103891.9,57169.5,116627230.9,49027.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,38c7af64-42d2-437a-a3bd-b6eb9c0d3736,PathAnnotationObject,,Image,Polygon,183578.3,122030.9,91705685.8,42023.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,9ef8a986-9fe1-4967-850a-5cca50a40240,PathAnnotationObject,,Image,Polygon,170390,83515.4,93770813.8,44514.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,e2ea0f22-0961-46b8-92ae-3e9c5477b009,PathAnnotationObject,,Image,Polygon,215090.5,113992.3,72454492.2,38629.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,1b16c9c4-4b92-4970-af08-47efbec31c14,PathAnnotationObject,,Image,Polygon,124369.3,61957.1,74484618.1,38009.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,115a20c1-2924-4c4b-b626-0a2225c61b87,PathAnnotationObject,,Image,Polygon,168321.2,29375.5,73154535.6,40216.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,519f4670-4e6d-47ea-bfd9-8abffa1a6ae6,PathAnnotationObject,,Image,Polygon,186785.4,37046.5,94085833.3,42990.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d6578b46-2921-40e9-8601-b3ae42f31182,PathAnnotationObject,,Image,Polygon,83319.6,76843,123277643.2,50089.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,5e5f0906-6ebf-47d2-a95d-0d32bc4d61ff,PathAnnotationObject,,Image,Polygon,169579.6,61671.9,106896627.6,46037.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,68599b41-4660-4fe1-b501-52778f7b6abc,PathAnnotationObject,,Image,Polygon,121717.8,19270.1,74904644.1,39286.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,3bca7068-1e1c-4406-972f-c3553391d23c,PathAnnotationObject,,Image,Polygon,144994.8,49534,112987005.2,50270.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,72bc9b63-ca16-4bc5-8507-3faaab92c22d,PathAnnotationObject,,Image,Polygon,98472.2,110129.5,91425668.4,42862.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,52abb14d-b731-4a29-93b6-b62b4679a774,PathAnnotationObject,,Image,Polygon,95802,13111.7,59048661,37415.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,dd3a3a58-1b69-4e25-bdef-fad9a302eed7,PathAnnotationObject,,Image,Polygon,56206.5,52369.3,122052567.3,47908.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,444be7bf-7107-4a83-aaed-730eb60200a9,PathAnnotationObject,,Image,Polygon,180042.2,11673,74484618.1,38629.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f9fe982e-3d38-4822-8f1a-a4c5af0be704,PathAnnotationObject,,Image,Polygon,39979.7,94919.9,98671117.6,43055.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d6510b6f-a91b-4eab-9cf6-147fa5f54c81,PathAnnotationObject,,Image,Polygon,123779.8,39666.1,66784140.6,37368.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,704b2fb3-9cde-436f-b3a3-35f764cc8b48,PathAnnotationObject,,Image,Polygon,38240.9,107689.3,123382649.7,50682.6
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,81340c45-8e9e-485a-9d35-4899509c58aa,PathAnnotationObject,,Image,Polygon,61416.8,21532.5,57998595.9,34240.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,c449b0c0-91d3-4bfa-aa6c-1d4f85e58583,PathAnnotationObject,,Image,Polygon,119831.6,102879,114072072.5,50645
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,8b0ea1f5-4347-49b4-9d7f-d341aab5c7de,PathAnnotationObject,,Image,Polygon,182475.3,75653,240359902.3,70967.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,002704dd-5d81-40ea-85f9-b55edc7b0343,PathAnnotationObject,,Image,Polygon,59150.2,74544.3,80259976.1,41339.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,7f69724f-7387-4ded-b2ff-36f66d5eaffa,PathAnnotationObject,,Image,Polygon,153266.8,61288.2,96851004.8,44824.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,b41de772-dc7c-40f2-8a3d-622cad39e390,PathAnnotationObject,,Image,Polygon,98556.5,88705.2,95135898.4,46566.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,285a906d-4b25-4119-8c7a-f5dd5a0ef34d,PathAnnotationObject,,Image,Polygon,219740.2,97666.2,74204600.7,41275
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,12d23c77-abc0-40c4-a0c0-51f1c6ba3b0a,PathAnnotationObject,,Image,Polygon,87312.4,121998,175010850.7,61201.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a74d5b9a-344d-406a-9519-907aefdd7672,PathAnnotationObject,,Image,Polygon,134929.5,85554.8,142108810.8,54504.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,27a5c425-5d5e-4923-83de-343560ccf119,PathAnnotationObject,,Image,Polygon,77015.3,100620.9,17186065.5,17745.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,9f98cb90-d4b3-4000-8713-f7b2103d2a91,PathAnnotationObject,,Image,Polygon,105489.3,126007.5,117753075.5,53112.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,7b98f270-1b6d-4b35-a7c6-ff28ade0a486,PathAnnotationObject,,Image,Polygon,97899.7,134242.8,67309173.2,37635
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,ace9701b-4d78-4fdb-8496-17543e19d8a6,PathAnnotationObject,,Image,Polygon,68828.3,51731.6,74904644.1,36459.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,deb252ea-3c01-4bd0-9c13-622f8365ffee,PathAnnotationObject,,Image,Polygon,28390.3,47044.9,83235160.6,41713.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,29dae26a-b21f-425c-b787-c0428fb22790,PathAnnotationObject,,Image,Polygon,136528.6,95786.2,114317087.7,49741.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,dc365f59-61b2-4cbb-b880-6c410a8e3bd5,PathAnnotationObject,,Image,Polygon,111939,113288.9,106622385.4,47163.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,448b981b-4867-4ea1-8c2d-f5111eee3398,PathAnnotationObject,,Image,Polygon,157549,44461.5,115192141.9,47016.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6970896f-2df3-4825-a079-363e28b45c34,PathAnnotationObject,,Image,Polygon,35433.2,57470.9,85545303.8,43391.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,fcac176a-86e1-4537-9f89-be22384f6d1b,PathAnnotationObject,,Image,Polygon,194313.3,126220,39517450.1,27890.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,0bf892f8-d101-47a1-80e6-6f9e581990bc,PathAnnotationObject,,Image,Polygon,160536.7,88867.4,81345043.4,41804.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,47d771bd-6d10-41a7-8c9f-d5218c0f89b8,PathAnnotationObject,,Image,Polygon,92227.9,65716.5,50263116.3,36512.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,7451b52e-845c-48fa-901c-6dbd8b8aa3cb,PathAnnotationObject,,Image,Polygon,116623.3,54411.6,73714570.3,42333.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,25897b5f-aea4-4ec8-96a3-ef5682281d41,PathAnnotationObject,,Image,Polygon,32023.7,81997.4,103011386.7,47379.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,e14acaf1-b39e-4d26-863d-197a42f6aa38,PathAnnotationObject,,Image,Polygon,73173.3,26616.3,86665373.3,42333.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,8129ac0b-0305-4ec4-a48a-85207e6a127b,PathAnnotationObject,,Image,Polygon,86132.9,52649.9,60658760.9,34059.3
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,31ab4601-4d0c-4d04-bfb6-491df46da2bc,PathAnnotationObject,,Image,Polygon,113238.3,132875.4,50788148.9,33711.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,d413e33d-6fb0-49fd-8272-eac47c486081,PathAnnotationObject,,Image,Polygon,38432.7,25762.2,84530240.9,42397.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f1f90024-5848-4f35-ab2e-ccdb77e30257,PathAnnotationObject,,Image,Polygon,70576.4,6030,20931297.7,20017.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a0fa27cf-ecec-456d-a8fb-c4dbe0519cb0,PathAnnotationObject,,Image,Polygon,64250.2,95321.2,90865633.7,42552.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,468f73cf-30b0-42d7-af54-d5d7afdb9263,PathAnnotationObject,,Image,Polygon,22024.1,35822.6,96010952.7,44204.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,9d2caa21-fb06-4c93-b9dc-e35662febf89,PathAnnotationObject,,Image,Polygon,38874.5,45560.1,80680002.2,39970.9
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,56cf4fc8-4435-4050-8324-5868d1857428,PathAnnotationObject,,Image,Polygon,65476.7,123066.1,94085833.3,46566.7
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f1a53b87-923f-46f4-9a29-06659a25b7a6,PathAnnotationObject,,Image,Polygon,95947.8,71110.4,67694197,41804.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,36eb9481-4601-4343-bcb5-2a21dd8644ca,PathAnnotationObject,,Image,Polygon,110027.7,97621.4,75569685.3,42306.7
