Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,f6e18e17-f129-401b-9274-c5c834620879,PathAnnotationObject,,Image,Polygon,167486.3,13930.6,73644566,40745.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,c661c63d-9553-46b8-9880-6d2d275c1944,PathAnnotationObject,,Image,Polygon,195326.5,50623.5,30556894.5,29697.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,c08b3173-ccd6-4295-ae69-0453adbd8198,PathAnnotationObject,,Image,Polygon,163329.9,130732.2,110851872.8,47379.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,05d26cad-4421-4f44-830b-714326a41790,PathAnnotationObject,,Image,Polygon,118383.2,85083.8,82115091.1,41804.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,01a1ca08-2f05-4a44-9483-a69a20f2bbb8,PathAnnotationObject,,Image,Polygon,13606.6,101190,97726059,43210.1
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,b1f82262-93ea-44bf-b14d-b397700bdc5b,PathAnnotationObject,,Image,Polygon,135127.7,115366.9,104201460.5,48437.6
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,8ea96a85-f047-4527-9582-d0b86bf0fdcf,PathAnnotationObject,,Image,Polygon,144319.8,111053.6,69374301.2,40014.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a337afa0-5ca0-4c1b-b615-d8b72fd96adb,PathAnnotationObject,,Image,Polygon,140339.9,11624.2,66924149.3,37570.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6c4688f8-46e4-4875-94ff-57dda50754e8,PathAnnotationObject,,Image,Polygon,10526,137155.3,87155403.6,42552.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,4b5268a9-8b5c-40b1-b72d-61ad76eb2d44,PathAnnotationObject,,Image,Polygon,215136.4,84636.9,101436289.1,45326.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,5093001b-5aeb-4c3e-8cfa-383f7e0cac92,PathAnnotationObject,,Image,Polygon,69609.1,17673,37767341.6,27890.8
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,78153311-c3eb-4c58-b21b-7d8a9c4a3082,PathAnnotationObject,,Image,Polygon,145385.1,131217.2,82710128,41029.2
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,6720b959-2ebd-4966-ba6c-2d044e154c0b,PathAnnotationObject,,Image,Polygon,75801.4,13099.1,83830197.5,41467.6
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,0b7cdeee-52f4-444e-a4aa-72c27870f49c,PathAnnotationObject,,Image,Polygon,192928.6,60069.5,100211213.1,44733.4
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,a717c7c0-c06b-4055-967d-9ca6ae835cda,PathAnnotationObject,,Image,Polygon,151927,7402.9,80574995.7,39687.5
L23-1 Cryo 2 Exp 15 ms Gain 1 Satur 100.tif,88b25ef5-d4b9-4d4d-812c-e370faf2f84e,PathAnnotationObject,,Image,Rectangle,112712.5,71040.6,32028665781,735012.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0b4eef63-d58c-4225-b2b1-546cab67d92b,PathAnnotationObject,,Image,Polygon,102982,155389.3,49913094.6,32626.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,caccf2e1-ca80-40e4-9385-626e9ac3e29f,PathAnnotationObject,,Image,Polygon,62044,28586,57998595.9,32819.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,b335f152-50e0-4b66-bbc8-cb336b85dec0,PathAnnotationObject,,Image,Polygon,158796.1,16098.7,90655620.7,41221.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,bc5fade2-61b6-4a0e-bf80-6e564ceefa34,PathAnnotationObject,,Image,Polygon,19949.4,180880.8,81275039.1,34803.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,f5b8fa99-3fbf-42d3-b12d-26319349aa78,PathAnnotationObject,,Image,Polygon,89249.7,66237.8,121002502.2,47855.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,a67f1d98-6937-4669-9086-f498ce060dec,PathAnnotationObject,,Image,Polygon,97957.1,121441.2,65489060.3,31435.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,40e94f2f-99c2-461d-98dd-246d7a6888a1,PathAnnotationObject,,Image,Polygon,135848.2,186097,94015829,36919.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,fd755ea7-3b9c-4e9e-8356-7ba0f9344287,PathAnnotationObject,,Image,Polygon,19487.4,21652.6,97026015.6,37267.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,5f827f86-73f8-4d49-8aab-72fe6a4e9ee6,PathAnnotationObject,,Image,Polygon,32302.2,30014.4,105776558.2,45802.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,7d2525b2-bdbb-4f0e-805e-d3e937928c45,PathAnnotationObject,,Image,Polygon,63673.3,10025.4,29051801.2,23101.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,7964c180-aa0f-4c47-844f-d4bb3828716c,PathAnnotationObject,,Image,Polygon,32959.4,165423.5,83970206.2,39169.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,3cc6d318-860d-422c-946a-80cabfec5bcd,PathAnnotationObject,,Image,Polygon,7782,84199.4,76829763.5,38731
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,a8dfbf95-9bf6-42a3-88fe-82eeed982ed2,PathAnnotationObject,,Image,Polygon,119409.1,94852.2,53238300.8,29099.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,6a500092-75b2-4c61-afd6-6b118572395e,PathAnnotationObject,,Image,Polygon,115995,119305,70844392.4,39324.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,239b4903-eb5a-429e-a1d3-9bb783e8982b,PathAnnotationObject,,Image,Polygon,66881,188265.6,85405295.1,41929.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,77150db7-a5a1-4590-9574-4aa0cd316234,PathAnnotationObject,,Image,Polygon,16250.4,137130.7,72559498.7,38731
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,3823032a-65c3-48c1-99d8-0336482dd1ec,PathAnnotationObject,,Image,Polygon,22716,40261.5,37137302.5,28019.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,2d54f43c-5204-4a16-9f49-9710b35f44c7,PathAnnotationObject,,Image,Polygon,56048.6,74176.4,72874518.2,37827.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,40e6265e-3a95-4c81-9f4d-84d65d8a2498,PathAnnotationObject,,Image,Polygon,42770.1,97936.9,84355230,40783.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,9fc383db-dca2-4022-ad7d-f728f6eeec01,PathAnnotationObject,,Image,Polygon,136365.3,52906,83025147.6,40745.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,3b8cb4db-795e-4ee8-8e1e-a958286f7f67,PathAnnotationObject,,Image,Polygon,110345.2,104546.5,70214353.3,34652.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,b21372b8-195c-43c6-abcc-56a91c6618fa,PathAnnotationObject,,Image,Polygon,73254.6,172164.1,40795029.3,24034.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,9472d7ea-f980-4c0e-ab04-f0569e9ed110,PathAnnotationObject,,Image,Polygon,38308.8,122666.1,48162986.1,29361
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0ff9ff0e-50ee-46af-8f10-1f3841f45bfb,PathAnnotationObject,,Image,Polygon,74707.3,61340.5,92755750.9,43391.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,559cb935-3502-4849-b636-d782b83b509c,PathAnnotationObject,,Image,Polygon,83077.9,109355.5,98601113.3,44022.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,c14c9c57-018d-46dd-8b26-cc2cfc9fd53b,PathAnnotationObject,,Image,Polygon,23145.3,143123.8,79979958.8,40227.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,123deb37-82f1-47de-9c85-f98dd644bb93,PathAnnotationObject,,Image,Polygon,66193,56856.4,54270864.8,33493.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,319be145-ea5d-48a2-aeb9-f03a1ec10420,PathAnnotationObject,,Image,Polygon,163391.8,89106.9,104236462.7,44450
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,a08fb2b4-198c-4eac-8ec5-b8437d0badef,PathAnnotationObject,,Image,Polygon,132225.5,86062.5,69899333.8,32365.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,2f3f2168-42ad-4c56-9af1-d1df0a92ea95,PathAnnotationObject,,Image,Polygon,120461.1,130791.3,87470423.2,35797.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,6ccba325-21b9-439a-a6b0-b90718e9904f,PathAnnotationObject,,Image,Polygon,81933.8,20600.9,105426536.5,45145.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,e37db53d-89b3-4f2d-8902-3b8e7e0be267,PathAnnotationObject,,Image,Polygon,107866.5,44506.6,40865033.6,24254.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,4948debe-8d70-4da7-8ced-8565c0678b57,PathAnnotationObject,,Image,Polygon,127746.2,10017.5,80574995.7,37116.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,ab775350-aa81-4bf0-a41d-3617eb25fe43,PathAnnotationObject,,Image,Polygon,13718.3,129162.3,60063724,30131.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,8e837b74-239d-4d9d-bbbb-3a9220bdb517,PathAnnotationObject,,Image,Polygon,84855.8,59074.1,57823585.1,33904.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,44c456ee-800f-4f08-88a5-4402decaeec7,PathAnnotationObject,,Image,Polygon,150152,39677.5,81240036.9,40099.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,bec16616-d4c6-4635-bca0-89264374ea99,PathAnnotationObject,,Image,Polygon,141247.1,41841.7,91005642.4,41622.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,75ae858a-2cf0-4c5b-8953-77bc040db308,PathAnnotationObject,,Image,Polygon,16352.2,62272.8,70494370.7,38356.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,232b91dc-870d-4e7d-9aa6-610dbfda0e5a,PathAnnotationObject,,Image,Polygon,48266.3,149308.5,84792757.2,35286.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,8306cdb6-2a54-416e-a139-d6fb55387d65,PathAnnotationObject,,Image,Polygon,131155.6,65043.3,69286795.8,31790.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,01654dd8-487b-4c37-b1ed-b6de1fc5b1bf,PathAnnotationObject,,Image,Polygon,115739.2,146067,51838214,32781.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,ace44f70-ceb3-4058-9a84-bcd830521511,PathAnnotationObject,,Image,Polygon,113163.5,40264.5,26146621.1,23566.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,32991bb1-d6e7-48e4-abc8-351e275bcce3,PathAnnotationObject,,Image,Polygon,67393.4,98674.7,81520054.3,39570.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,74a07abc-6078-49b5-b36a-e31d967f9005,PathAnnotationObject,,Image,Polygon,53132.3,105143.8,90025581.6,41841.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,fa852f88-72f2-4afd-8fbc-a581ebd853de,PathAnnotationObject,,Image,Polygon,58943.8,162685.3,51138170.6,30884.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,e44e4fbf-1451-47c9-a70d-e1f4662f8253,PathAnnotationObject,,Image,Polygon,104709.1,175219.1,74484618.1,33177.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0b99ccdb-5b21-4982-b24b-a317391a2cc4,PathAnnotationObject,,Image,Polygon,83224.6,126244.1,53273303,32996.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,a4271710-c569-4c89-b5f4-a469ce87a2eb,PathAnnotationObject,,Image,Polygon,80669,159932.3,29926855.5,23566.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,417fc6e2-a75c-4c22-ac6b-fe0c0afdc3c0,PathAnnotationObject,,Image,Polygon,118683.2,65146.7,96500983.1,42654.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,8e358f69-76c6-42b5-a7bb-3fa00bea27f2,PathAnnotationObject,,Image,Polygon,64569.1,107145.9,59958717.4,35556
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,4986e448-b966-4c3b-a7c8-c9314a204130,PathAnnotationObject,,Image,Polygon,58211.1,190232.6,26601649.3,24341.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,aa3d4e67-b1ca-4854-afec-e78f8fdc0a1a,PathAnnotationObject,,Image,Polygon,143319.2,10211,87960453.6,40537.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,33a47b7c-810f-4883-9f79-a9b11f82e2ab,PathAnnotationObject,,Image,Polygon,69908.3,125813.9,58698639.3,35117.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,1347af32-5ab9-46ef-ad4c-d4175d922560,PathAnnotationObject,,Image,Polygon,27778.5,182946.4,41687584.6,29516
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,58988e1b-fa9c-4da3-8ae9-7257e516898b,PathAnnotationObject,,Image,Polygon,13149.9,29953.8,78918342.9,33298.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,38ee4104-c027-4653-8655-76d0f0f52f0d,PathAnnotationObject,,Image,Polygon,22158.7,11265.6,96710996.1,37165.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,8f5b45a9-470b-483d-9b5e-ed12ff15ce5a,PathAnnotationObject,,Image,Polygon,33270.7,93809.4,89500549,42125.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,1e302484-9e72-4953-a18f-aa981c12d2f7,PathAnnotationObject,,Image,Polygon,6591.8,74882.6,71369424.9,35246
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,59e79719-0251-455c-8038-7b52cf2ba598,PathAnnotationObject,,Image,Polygon,124480.7,88879.4,87120401.5,40446.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,2ac6d590-6374-44f0-84d9-02232b000257,PathAnnotationObject,,Image,Polygon,36975.7,83854.1,90515612,43648.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,9eb613ab-5a77-4aa4-995d-9db63d381174,PathAnnotationObject,,Image,Polygon,57754.4,6913.5,79262414.3,35772.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,d6258ad4-32cf-4d50-bb84-24914d0ba5f3,PathAnnotationObject,,Image,Polygon,42738.1,43245.1,78124843.8,37978.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,fef70823-be16-4051-8557-ef6197e1d020,PathAnnotationObject,,Image,Polygon,49563.9,180169.4,85953778.5,35131.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,b2044376-16f1-4535-8b5d-4a4668dbef7b,PathAnnotationObject,,Image,Polygon,9660,171612.7,107666675.3,45145.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,ada43768-3a9d-43f2-a600-3e6956f339f4,PathAnnotationObject,,Image,Polygon,146112.5,145151.9,35579705.9,22912.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,8e90fee8-63db-491f-b085-7f420dc40507,PathAnnotationObject,,Image,Polygon,125284.3,19214.9,89640557.7,40008.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,77d00c41-44eb-4ac7-9712-298ca72ecffd,PathAnnotationObject,,Image,Polygon,4057.1,37111.5,75114657.1,33049.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,895ca1e8-55cc-4175-b160-ccb3c4e3a723,PathAnnotationObject,,Image,Polygon,118975.8,100103,43227680.1,31836.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,89c22414-a5c1-4451-a282-74fd6ed1068b,PathAnnotationObject,,Image,Polygon,79555.1,78375.9,111096888,53445.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,c75c9776-4191-4be8-b914-dd49c04e6e76,PathAnnotationObject,,Image,Polygon,56368.8,126498.7,84635247.4,41275
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,6213f273-134c-4111-bf93-a77cc81df855,PathAnnotationObject,,Image,Polygon,55035.2,115697.7,58663637.2,34395.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,83fa4d65-04fd-4b4c-ba52-e8f2ff47ffe7,PathAnnotationObject,,Image,Polygon,112855.8,129247.6,19286195.7,16543.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,54878f2e-bf62-4c67-bf19-859b875acda3,PathAnnotationObject,,Image,Polygon,32434.6,50124.3,64228982.2,32841.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,54420dfb-169e-4607-aa66-bf7393951f9e,PathAnnotationObject,,Image,Polygon,54456.9,84440.9,82850136.7,38640.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,30e0d9f5-9cbb-428a-ba62-712c03e43fa4,PathAnnotationObject,,Image,Polygon,109486.2,57914.6,75744696.2,37827.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,73e4dbf2-454b-4f3b-86d1-5aa77e506d90,PathAnnotationObject,,Image,Polygon,45518.6,117195.4,82885138.9,40216.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,a944b87c-38fa-4de7-8935-53853e7cdba3,PathAnnotationObject,,Image,Polygon,131067.2,104048.8,101891317.3,39063
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,05996479-2515-4fae-8886-25f81a41d2f9,PathAnnotationObject,,Image,Polygon,45301.1,76080.4,114947126.7,46422.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0691957d-db6a-44b2-b4e6-067b2472090b,PathAnnotationObject,,Image,Polygon,102294.8,112865.8,76969772.1,36742.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,f69e4b5e-c7e4-4dc8-b844-59bed1290968,PathAnnotationObject,,Image,Polygon,128224.2,159821.3,78999898,33680.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,03ff5f8b-57cd-4e3e-afe4-6ae8ed52bb91,PathAnnotationObject,,Image,Polygon,68483.6,163173.8,56931029.7,31454.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,46d2b748-27b0-4fb2-b00f-8e15a7d41f53,PathAnnotationObject,,Image,Polygon,90252.6,119708.9,66784140.6,34017.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,7e18caf6-b411-4e01-9c61-6779780e777f,PathAnnotationObject,,Image,Polygon,120673.3,73533.3,49353059.9,30948.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,b42d7802-17b7-4af4-b807-e951085c07fc,PathAnnotationObject,,Image,Polygon,82640.9,171951.2,96991013.5,37603.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0d6ea0ee-a683-4f18-8a55-a89d6c859085,PathAnnotationObject,,Image,Polygon,131744.9,75633.3,95345911.5,42499.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,5f1b5e89-9db3-4d42-9076-a5aa586fa0bc,PathAnnotationObject,,Image,Polygon,108288.8,14964,88695499.1,42862.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,c7a0888c-c2fe-4695-b6a8-c472c58fc109,PathAnnotationObject,,Image,Polygon,85397.9,135691.4,83200158.4,38549.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,b99b3805-db0c-4996-ac07-4befe204d4ea,PathAnnotationObject,,Image,Polygon,19086.6,189530.5,34004608.3,23195.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,d95c6d5b-c6e3-4249-8549-83d9b1a6be1c,PathAnnotationObject,,Image,Polygon,138207.7,21613.1,85440297.3,41467.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,a77cb735-572c-419f-8e05-4ec3e8e00e72,PathAnnotationObject,,Image,Polygon,142327.1,86222.5,98496106.8,44979.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,36a74dab-ab13-4517-8d67-f02aa8c99354,PathAnnotationObject,,Image,Polygon,59488.8,65440.6,104936506.1,47422.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,60cd4a05-f415-4334-9f72-0d22c15347d0,PathAnnotationObject,,Image,Polygon,16614.5,162428.2,102888879.1,39803.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,44fc60e3-ed00-4170-abd8-3790bf47c14f,PathAnnotationObject,,Image,Polygon,12463.2,110705.5,121037504.3,47700.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,3a9de3ff-0bae-48d3-895d-163f40ce4538,PathAnnotationObject,,Image,Polygon,125200.4,39694.8,92860757.4,37603.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,cb2729dc-989f-4762-ab8a-f0606708ad7e,PathAnnotationObject,,Image,Polygon,127214.1,49020.9,64053971.4,35454.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,ec1718d1-6588-406b-ac2e-c98d83f8386e,PathAnnotationObject,,Image,Polygon,44859.9,129531.4,72944522.6,40382.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,09daf7cd-513d-48c8-a51d-9c1135bfee8e,PathAnnotationObject,,Image,Polygon,21693.2,129976.3,48618014.3,27073.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,83e4c74c-100b-4cf8-a464-834adb36266c,PathAnnotationObject,,Image,Polygon,14957.1,91086.5,79594934.9,38485.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,2557fbea-141b-4840-a092-8d4473f4b0ae,PathAnnotationObject,,Image,Polygon,34789.3,19251.8,58949604.8,29885.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0c14c4c5-348a-4043-969a-b4e97160b947,PathAnnotationObject,,Image,Polygon,117641.2,51672.5,87855447,43391.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,683d4f6c-0c8a-41d4-92c4-263138bbb22d,PathAnnotationObject,,Image,Polygon,99199.2,102537.4,83340167.1,39260.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,796eff70-464c-44be-b0b5-ade0b5a74980,PathAnnotationObject,,Image,Polygon,107609.2,122063.2,35387194,27051.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,9269afc7-bedc-4004-8ac1-1bdac299f2b2,PathAnnotationObject,,Image,Polygon,90884.2,81250.2,119497408.9,47881.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,d193bcff-45b4-421c-9e3e-65ac88038c29,PathAnnotationObject,,Image,Polygon,93067,19817.9,88345477.4,40399.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,150d6ce3-9556-4298-b420-36c4790f9811,PathAnnotationObject,,Image,Polygon,112545.3,112558.3,79314917.5,36988.5
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,f147e50c-73c0-4f42-8944-7b7f643dc078,PathAnnotationObject,,Image,Polygon,98413.1,144043.7,66084097.2,36860.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,f25ceb9d-cf82-4ed3-9436-432bf6317bfe,PathAnnotationObject,,Image,Polygon,27674.3,156400.7,81275039.1,34107.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,958ff0dd-d01f-4c62-a3d6-39cef3272a41,PathAnnotationObject,,Image,Polygon,154503.1,142868.2,27529206.8,21324.9
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,0af6286c-8601-4886-b7b3-0f1345323e14,PathAnnotationObject,,Image,Polygon,21788.1,168499.1,65734075.5,34840.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,9b3c8b06-4c54-41bf-b368-575de88098a6,PathAnnotationObject,,Image,Polygon,121688.9,171629,98321095.9,39282.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,b24d9f38-6768-4f5b-a9fc-f5b9a558160c,PathAnnotationObject,,Image,Polygon,115967.6,33843.3,77424800.3,37608.4
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,232b412f-35f0-40c0-a595-3211adbdea18,PathAnnotationObject,,Image,Polygon,95602.2,29017.4,62548878,34626
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,18e931aa-0faf-4d98-b456-338922a301b6,PathAnnotationObject,,Image,Polygon,151478.9,80217.3,37172304.7,28045.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,3374ee1d-ab30-456e-8cd3-437c4ff5eca7,PathAnnotationObject,,Image,Polygon,12271.8,190130.2,33549580.1,23131.6
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,93da028e-9f5f-47a7-9b3d-5b9ef02b0463,PathAnnotationObject,,Image,Polygon,91200.9,153570.1,112811994.4,42494.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,d4237a4c-d87b-44c8-84bb-48df37fc03c9,PathAnnotationObject,,Image,Polygon,21577.2,44748.6,48758023,33530.1
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,14de5711-ca64-460a-8e3c-a533f0e75a52,PathAnnotationObject,,Image,Polygon,101960.2,93415.2,61236296.7,30513.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,3f1a64fa-e042-4be3-8a5d-440ec2ee5ef2,PathAnnotationObject,,Image,Polygon,143745,94800.3,56143480.9,33866.7
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,4745bf3e-57c8-46d5-967c-a4055e10bdd3,PathAnnotationObject,,Image,Polygon,17950.4,150729,74449615.9,37581.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,ae4dfdf9-60ab-42aa-8664-1b6f3efb762a,PathAnnotationObject,,Image,Polygon,95372,133702.2,75692192.9,33223.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,d3f7b850-3ca3-4ed9-8440-bc27a104a831,PathAnnotationObject,,Image,Polygon,127212.5,30461.4,80645000,38976.8
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,d1be9ee8-42f6-4efe-b69d-6d7972351178,PathAnnotationObject,,Image,Polygon,141484.2,63612.3,61988843.3,33749.3
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,7e13751c-ca3e-40ef-b489-29a9ce20cc49,PathAnnotationObject,,Image,Polygon,26822.8,112002.6,98146085.1,41660.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,f83a5194-7329-4d88-ae73-3a4c3070fe21,PathAnnotationObject,,Image,Polygon,140958,164006.6,84985269.1,41804.2
L23-1 Cryo Exp 15 ms Gain 1 Satur 100.tif,5b31d612-2218-431c-88e8-b8056f0ca599,PathAnnotationObject,,Image,Polygon,74848.3,165212.2,52048227,32910.1
